[drive]:\Dead & Company\2018\2018-06-09 Costal Credit Union Park, Raleigh, NC SBD 24 Bit (96-2)\deadco180609d1_02_Greatest_Story_Ever_Told.flac|Greatest Story Ever Told|
[drive]:\Dead & Company\2018\2018-06-09 Costal Credit Union Park, Raleigh, NC SBD 24 Bit (96-2)\deadco180609d1_03_PeggyO.flac|Peggy-O|
[drive]:\Dead & Company\2018\2018-06-09 Costal Credit Union Park, Raleigh, NC SBD 24 Bit (96-2)\deadco180609d1_04_Mexicali_Blues.flac|Mexicali Blues|
[drive]:\Dead & Company\2018\2018-06-09 Costal Credit Union Park, Raleigh, NC SBD 24 Bit (96-2)\deadco180609d1_05_Tennessee_Jed.flac|Tennessee Jed|
[drive]:\Dead & Company\2018\2018-06-09 Costal Credit Union Park, Raleigh, NC SBD 24 Bit (96-2)\deadco180609d1_06_Bird_Song.flac|Bird Song|
[drive]:\Dead & Company\2018\2018-06-09 Costal Credit Union Park, Raleigh, NC SBD 24 Bit (96-2)\deadco180609d1_07_Bertha.flac|Bertha|
[drive]:\Dead & Company\2018\2018-06-09 Costal Credit Union Park, Raleigh, NC SBD 24 Bit (96-2)\deadco180609d1_08_Bird_Song.flac|Bird Song|
[drive]:\Dead & Company\2018\2018-06-09 Costal Credit Union Park, Raleigh, NC SBD 24 Bit (96-2)\deadco180609d2_01_Throwing_Stones.flac|Throwing Stones|
[drive]:\Dead & Company\2018\2018-06-09 Costal Credit Union Park, Raleigh, NC SBD 24 Bit (96-2)\deadco180609d2_02_Deal.flac|Deal|
[drive]:\Dead & Company\2018\2018-06-09 Costal Credit Union Park, Raleigh, NC SBD 24 Bit (96-2)\deadco180609d2_03_Estimated_Prophet.flac|Estimated Prophet|
[drive]:\Dead & Company\2018\2018-06-09 Costal Credit Union Park, Raleigh, NC SBD 24 Bit (96-2)\deadco180609d2_04_Playin_In_The_Band.flac|Playing In The Band|
[drive]:\Dead & Company\2018\2018-06-09 Costal Credit Union Park, Raleigh, NC SBD 24 Bit (96-2)\deadco180609d2_05_Drums.flac|Drums|
[drive]:\Dead & Company\2018\2018-06-09 Costal Credit Union Park, Raleigh, NC SBD 24 Bit (96-2)\deadco180609d3_01_Space.flac|Space|
[drive]:\Dead & Company\2018\2018-06-09 Costal Credit Union Park, Raleigh, NC SBD 24 Bit (96-2)\deadco180609d3_02_The_Wheel.flac|The Wheel|
[drive]:\Dead & Company\2018\2018-06-09 Costal Credit Union Park, Raleigh, NC SBD 24 Bit (96-2)\deadco180609d3_03_Dear_Prudence.flac|Dear Prudence|
[drive]:\Dead & Company\2018\2018-06-09 Costal Credit Union Park, Raleigh, NC SBD 24 Bit (96-2)\deadco180609d3_04_One_More_Saturday_Night.flac|One More Saturday Night|
[drive]:\Dead & Company\2018\2018-06-09 Costal Credit Union Park, Raleigh, NC SBD 24 Bit (96-2)\deadco180609d3_05_Ripple.flac|Ripple|
[drive]:\Dead & Company\2018\2018-06-11 Saratoga Performing Arts Center, Saratoga, NY SBD 24 Bit (96-2)\deadco180611d1_01_Jack_Straw.flac|Jack Straw|
[drive]:\Dead & Company\2018\2018-06-11 Saratoga Performing Arts Center, Saratoga, NY SBD 24 Bit (96-2)\deadco180611d1_02_Easy_Wind.flac|Easy Wind|
[drive]:\Dead & Company\2018\2018-06-11 Saratoga Performing Arts Center, Saratoga, NY SBD 24 Bit (96-2)\deadco180611d1_03_Friend_Of_The_Devil.flac|Friend Of The Devil|
[drive]:\Dead & Company\2018\2018-06-11 Saratoga Performing Arts Center, Saratoga, NY SBD 24 Bit (96-2)\deadco180611d1_04_New_Minglewood_Blues.flac|Minglewood Blues|
[drive]:\Dead & Company\2018\2018-06-11 Saratoga Performing Arts Center, Saratoga, NY SBD 24 Bit (96-2)\deadco180611d1_05_Ship_Of_Fools.flac|Ship Of Fools|
[drive]:\Dead & Company\2018\2018-06-11 Saratoga Performing Arts Center, Saratoga, NY SBD 24 Bit (96-2)\deadco180611d1_06_Corrina.flac|Corrina|
[drive]:\Dead & Company\2018\2018-06-11 Saratoga Performing Arts Center, Saratoga, NY SBD 24 Bit (96-2)\deadco180611d2_01_Cassidy.flac|Cassidy|
[drive]:\Dead & Company\2018\2018-06-11 Saratoga Performing Arts Center, Saratoga, NY SBD 24 Bit (96-2)\deadco180611d2_02_The_Weight.flac|The Weight|
[drive]:\Dead & Company\2018\2018-06-11 Saratoga Performing Arts Center, Saratoga, NY SBD 24 Bit (96-2)\deadco180611d2_03_Truckin.flac|Truckin'|
[drive]:\Dead & Company\2018\2018-06-11 Saratoga Performing Arts Center, Saratoga, NY SBD 24 Bit (96-2)\deadco180611d2_04_Hes_Gone.flac|He's Gone|
[drive]:\Dead & Company\2018\2018-06-11 Saratoga Performing Arts Center, Saratoga, NY SBD 24 Bit (96-2)\deadco180611d2_05_New_Speedway_Boogie.flac|New Speedway Boogie|
[drive]:\Dead & Company\2018\2018-06-11 Saratoga Performing Arts Center, Saratoga, NY SBD 24 Bit (96-2)\deadco180611d2_06_Uncle_Johns_Band.flac|Uncle John's Band|
[drive]:\Dead & Company\2018\2018-06-11 Saratoga Performing Arts Center, Saratoga, NY SBD 24 Bit (96-2)\deadco180611d3_01_Drums.flac|Drums|
[drive]:\Dead & Company\2018\2018-06-11 Saratoga Performing Arts Center, Saratoga, NY SBD 24 Bit (96-2)\deadco180611d3_02_Space.flac|Space|
[drive]:\Dead & Company\2018\2018-06-11 Saratoga Performing Arts Center, Saratoga, NY SBD 24 Bit (96-2)\deadco180611d3_03_Uncle_Johns_Band.flac|Uncle John's Band|
[drive]:\Dead & Company\2018\2018-06-11 Saratoga Performing Arts Center, Saratoga, NY SBD 24 Bit (96-2)\deadco180611d3_04_Black_Peter.flac|Black Peter|
[drive]:\Dead & Company\2018\2018-06-11 Saratoga Performing Arts Center, Saratoga, NY SBD 24 Bit (96-2)\deadco180611d3_05_Good_Lovin.flac|Good Lovin'|
[drive]:\Dead & Company\2018\2018-06-11 Saratoga Performing Arts Center, Saratoga, NY SBD 24 Bit (96-2)\deadco180611d3_06_Touch_of_Grey.flac|Touch Of Grey|
[drive]:\Dead & Company\2018\2018-06-13 Xfinity Theater, Hartford, CT SBD 24 Bit (96-2)\01 Hell in a Bucket.flac|Hell In A Bucket|
[drive]:\Dead & Company\2018\2018-06-13 Xfinity Theater, Hartford, CT SBD 24 Bit (96-2)\02 Next Time You See Me.flac|Next Time You See Me|
[drive]:\Dead & Company\2018\2018-06-13 Xfinity Theater, Hartford, CT SBD 24 Bit (96-2)\03 Ramble On Rose.flac|Ramble On Rose|
[drive]:\Dead & Company\2018\2018-06-13 Xfinity Theater, Hartford, CT SBD 24 Bit (96-2)\04 When I Paint My Masterpiece.flac|When I Paint My Masterpiece|
[drive]:\Dead & Company\2018\2018-06-13 Xfinity Theater, Hartford, CT SBD 24 Bit (96-2)\05 Cumberland Blues.flac|Cumberland Blues|
[drive]:\Dead & Company\2018\2018-06-13 Xfinity Theater, Hartford, CT SBD 24 Bit (96-2)\06 Black Muddy River.flac|Black Muddy River|
[drive]:\Dead & Company\2018\2018-06-13 Xfinity Theater, Hartford, CT SBD 24 Bit (96-2)\07 Don&#039;t Ease Me In.flac|Don't Ease Me In|
[drive]:\Dead & Company\2018\2018-06-13 Xfinity Theater, Hartford, CT SBD 24 Bit (96-2)\08 Feel Like a Stranger.flac|Feel Like A Stranger|
[drive]:\Dead & Company\2018\2018-06-13 Xfinity Theater, Hartford, CT SBD 24 Bit (96-2)\09 Viola Lee Blues ».flac|Viola Lee Blues|>
[drive]:\Dead & Company\2018\2018-06-13 Xfinity Theater, Hartford, CT SBD 24 Bit (96-2)\10 China Cat Sunflower ».flac|China Cat Sunflower|>
[drive]:\Dead & Company\2018\2018-06-13 Xfinity Theater, Hartford, CT SBD 24 Bit (96-2)\11 I Know You Rider.flac|I Know You Rider|
[drive]:\Dead & Company\2018\2018-06-13 Xfinity Theater, Hartford, CT SBD 24 Bit (96-2)\12 Man Smart (Woman Smarter) ».flac|Man Smart (Woman Smarter)|>
[drive]:\Dead & Company\2018\2018-06-13 Xfinity Theater, Hartford, CT SBD 24 Bit (96-2)\13 Drums ».flac|Drums|>
[drive]:\Dead & Company\2018\2018-06-13 Xfinity Theater, Hartford, CT SBD 24 Bit (96-2)\14 Space ».flac|Space|>
[drive]:\Dead & Company\2018\2018-06-13 Xfinity Theater, Hartford, CT SBD 24 Bit (96-2)\15 Viola Lee Blues.flac|Viola Lee Blues|
[drive]:\Dead & Company\2018\2018-06-13 Xfinity Theater, Hartford, CT SBD 24 Bit (96-2)\16 Looks Like Rain ».flac|Looks Like Rain|>
[drive]:\Dead & Company\2018\2018-06-13 Xfinity Theater, Hartford, CT SBD 24 Bit (96-2)\17 Not Fade Away.flac|Not Fade Away|
[drive]:\Dead & Company\2018\2018-06-13 Xfinity Theater, Hartford, CT SBD 24 Bit (96-2)\18 (E) Brokedown Palace.flac|Brokedown Palace|
[drive]:\Dead & Company\2018\2018-06-15 Citi Field, New York, NY SBD 24 Bit (96-2)\deadco180615d1_01_Shakedown_Street.flac|Shakedown Street|
[drive]:\Dead & Company\2018\2018-06-15 Citi Field, New York, NY SBD 24 Bit (96-2)\deadco180615d1_02_Alabama_Getaway.flac|Alabama Getaway|
[drive]:\Dead & Company\2018\2018-06-15 Citi Field, New York, NY SBD 24 Bit (96-2)\deadco180615d1_03_Loser.flac|Loser|
[drive]:\Dead & Company\2018\2018-06-15 Citi Field, New York, NY SBD 24 Bit (96-2)\deadco180615d1_04_It_Hurts_Me_Too.flac|Hurts Me Too|
[drive]:\Dead & Company\2018\2018-06-15 Citi Field, New York, NY SBD 24 Bit (96-2)\deadco180615d1_05_Me__My_Uncle.flac|Me And My Uncle|
[drive]:\Dead & Company\2018\2018-06-15 Citi Field, New York, NY SBD 24 Bit (96-2)\deadco180615d1_06_Sugaree.flac|Sugaree|
[drive]:\Dead & Company\2018\2018-06-15 Citi Field, New York, NY SBD 24 Bit (96-2)\deadco180615d1_07_The_Music_Never_Stopped.flac|The Music Never Stopped|
[drive]:\Dead & Company\2018\2018-06-15 Citi Field, New York, NY SBD 24 Bit (96-2)\deadco180615d1_08_Easy_Answers.flac|Easy Answers|
[drive]:\Dead & Company\2018\2018-06-15 Citi Field, New York, NY SBD 24 Bit (96-2)\deadco180615d2_01_A_Love_Supreme.flac|A Love Supreme|
[drive]:\Dead & Company\2018\2018-06-15 Citi Field, New York, NY SBD 24 Bit (96-2)\deadco180615d2_02_The_Other_One.flac|The Other One|>
[drive]:\Dead & Company\2018\2018-06-15 Citi Field, New York, NY SBD 24 Bit (96-2)\deadco180615d2_03_Estimated_Prophet.flac|Estimated Prophet|>
[drive]:\Dead & Company\2018\2018-06-15 Citi Field, New York, NY SBD 24 Bit (96-2)\deadco180615d2_04_Althea.flac|Althea|>
[drive]:\Dead & Company\2018\2018-06-15 Citi Field, New York, NY SBD 24 Bit (96-2)\deadco180615d2_05_Terrapin_Station.flac|Terrapin Station|>
[drive]:\Dead & Company\2018\2018-06-15 Citi Field, New York, NY SBD 24 Bit (96-2)\deadco180615d2_06_Drums.flac|Drums|>
[drive]:\Dead & Company\2018\2018-06-15 Citi Field, New York, NY SBD 24 Bit (96-2)\deadco180615d3_01_Space.flac|Space|>
[drive]:\Dead & Company\2018\2018-06-15 Citi Field, New York, NY SBD 24 Bit (96-2)\deadco180615d3_02_The_Other_One.flac|The Other One|>
[drive]:\Dead & Company\2018\2018-06-15 Citi Field, New York, NY SBD 24 Bit (96-2)\deadco180615d3_03_Days_Between.flac|The Days Between|>
[drive]:\Dead & Company\2018\2018-06-15 Citi Field, New York, NY SBD 24 Bit (96-2)\deadco180615d3_04_US_Blues.flac|U.S. Blues|
[drive]:\Dead & Company\2018\2018-06-15 Citi Field, New York, NY SBD 24 Bit (96-2)\deadco180615d3_05_Goin_Down_The_Road_Feelin_Bad.flac|Goin' Down The Road Feelin' Bad|
[drive]:\Dead & Company\2018\2018-06-16 Citi Field, New York, NY SBD 24 Bit\deadco180616d1_01_Sugar_Magnolia.flac|Sugar Magnolia|
[drive]:\Dead & Company\2018\2018-06-16 Citi Field, New York, NY SBD 24 Bit\deadco180616d1_02_Mississippi_HalfStep_Uptown_Toodeloo.flac|Mississippi Half-Step Uptown Toodeloo|
[drive]:\Dead & Company\2018\2018-06-16 Citi Field, New York, NY SBD 24 Bit\deadco180616d1_03_PeggyO.flac|Peggy-O|
[drive]:\Dead & Company\2018\2018-06-16 Citi Field, New York, NY SBD 24 Bit\deadco180616d1_04_Bertha.flac|Bertha|
[drive]:\Dead & Company\2018\2018-06-16 Citi Field, New York, NY SBD 24 Bit\deadco180616d1_05_Comes_A_Time.flac|Comes A Time|
[drive]:\Dead & Company\2018\2018-06-16 Citi Field, New York, NY SBD 24 Bit\deadco180616d1_06_Jack_A_Roe.flac|Jack-A-Roe|
[drive]:\Dead & Company\2018\2018-06-16 Citi Field, New York, NY SBD 24 Bit\deadco180616d1_07_Bird_Song.flac|Bird Song|
[drive]:\Dead & Company\2018\2018-06-16 Citi Field, New York, NY SBD 24 Bit\deadco180616d1_08_New_Speedway_Boogie.flac|New Speedway Boogie|
[drive]:\Dead & Company\2018\2018-06-16 Citi Field, New York, NY SBD 24 Bit\deadco180616d1_09_Bird_Song.flac|Bird Song|
[drive]:\Dead & Company\2018\2018-06-16 Citi Field, New York, NY SBD 24 Bit\deadco180616d2_01_Help_On_The_Way.flac|Help On The Way|
[drive]:\Dead & Company\2018\2018-06-16 Citi Field, New York, NY SBD 24 Bit\deadco180616d2_02_Slipknot.flac|Slipknot!|
[drive]:\Dead & Company\2018\2018-06-16 Citi Field, New York, NY SBD 24 Bit\deadco180616d2_03_Franklins_Tower.flac|Franklin's Tower|
[drive]:\Dead & Company\2018\2018-06-16 Citi Field, New York, NY SBD 24 Bit\deadco180616d2_04_St_Stephen.flac|Saint Stephen|
[drive]:\Dead & Company\2018\2018-06-16 Citi Field, New York, NY SBD 24 Bit\deadco180616d2_05_William_Tell_Bridge.flac|William Tell Bridge|
[drive]:\Dead & Company\2018\2018-06-16 Citi Field, New York, NY SBD 24 Bit\deadco180616d2_06_The_Eleven.flac|The Eleven|
[drive]:\Dead & Company\2018\2018-06-16 Citi Field, New York, NY SBD 24 Bit\deadco180616d2_07_Drums.flac|Drums|
[drive]:\Dead & Company\2018\2018-06-16 Citi Field, New York, NY SBD 24 Bit\deadco180616d3_01_Space.flac|Space|
[drive]:\Dead & Company\2018\2018-06-16 Citi Field, New York, NY SBD 24 Bit\deadco180616d3_02_Eyes_of_the_World.flac|Eyes Of The World|
[drive]:\Dead & Company\2018\2018-06-16 Citi Field, New York, NY SBD 24 Bit\deadco180616d3_03_Stella_Blue.flac|Stella Blue|
[drive]:\Dead & Company\2018\2018-06-16 Citi Field, New York, NY SBD 24 Bit\deadco180616d3_04_Sunshine_Daydream.flac|Sunshine Daydream|
[drive]:\Dead & Company\2018\2018-06-16 Citi Field, New York, NY SBD 24 Bit\deadco180616d3_05_One_More_Saturday_Night.flac|One More Saturday Night|
[drive]:\Dead & Company\2018\2018-06-19 Darien Lake Amphitheater, Darien Center, NY SBD 24 Bit (96-2)\deadco180619_01_Cold_Rain_And_Snow.flac|Cold Rain And Snow|
[drive]:\Dead & Company\2018\2018-06-19 Darien Lake Amphitheater, Darien Center, NY SBD 24 Bit (96-2)\deadco180619_02_Tennessee_Jed.flac|Tennessee Jed|
[drive]:\Dead & Company\2018\2018-06-19 Darien Lake Amphitheater, Darien Center, NY SBD 24 Bit (96-2)\deadco180619_03_Dire_Wolf.flac|Dire Wolf|
[drive]:\Dead & Company\2018\2018-06-19 Darien Lake Amphitheater, Darien Center, NY SBD 24 Bit (96-2)\deadco180619_04_Queen_Jane_Approximately.flac|Queen Jane Approximately|
[drive]:\Dead & Company\2018\2018-06-19 Darien Lake Amphitheater, Darien Center, NY SBD 24 Bit (96-2)\deadco180619_05_If_I_Had_The_World_To_Give.flac|If I Had The World To Give|
[drive]:\Dead & Company\2018\2018-06-19 Darien Lake Amphitheater, Darien Center, NY SBD 24 Bit (96-2)\deadco180619_06_Here_Comes_Sunshine.flac|Here Comes Sunshine|
[drive]:\Dead & Company\2018\2018-06-19 Darien Lake Amphitheater, Darien Center, NY SBD 24 Bit (96-2)\deadco180619_07_Little_Red_Rooster.flac|Little Red Rooster|
[drive]:\Dead & Company\2018\2018-06-19 Darien Lake Amphitheater, Darien Center, NY SBD 24 Bit (96-2)\deadco180619_08_Let_It_Grow.flac|Let It Grow|
[drive]:\Dead & Company\2018\2018-06-19 Darien Lake Amphitheater, Darien Center, NY SBD 24 Bit (96-2)\deadco180619_09_Iko_Iko.flac|Iko Iko|>
[drive]:\Dead & Company\2018\2018-06-19 Darien Lake Amphitheater, Darien Center, NY SBD 24 Bit (96-2)\deadco180619_10_Dark_Star.flac|Dark Star|>
[drive]:\Dead & Company\2018\2018-06-19 Darien Lake Amphitheater, Darien Center, NY SBD 24 Bit (96-2)\deadco180619_11_Truckin&#039;.flac|Truckin'|>
[drive]:\Dead & Company\2018\2018-06-19 Darien Lake Amphitheater, Darien Center, NY SBD 24 Bit (96-2)\deadco180619_12_Smokestack_Lightning.flac|Smokestack Lightning|>
[drive]:\Dead & Company\2018\2018-06-19 Darien Lake Amphitheater, Darien Center, NY SBD 24 Bit (96-2)\deadco180619_13_Dark_Star.flac|Dark Star|>
[drive]:\Dead & Company\2018\2018-06-19 Darien Lake Amphitheater, Darien Center, NY SBD 24 Bit (96-2)\deadco180619_14_Deal.flac|Deal|>
[drive]:\Dead & Company\2018\2018-06-19 Darien Lake Amphitheater, Darien Center, NY SBD 24 Bit (96-2)\deadco180619_15_Drums.flac|Drums|>
[drive]:\Dead & Company\2018\2018-06-19 Darien Lake Amphitheater, Darien Center, NY SBD 24 Bit (96-2)\deadco180619_16_Space.flac|Space|>
[drive]:\Dead & Company\2018\2018-06-19 Darien Lake Amphitheater, Darien Center, NY SBD 24 Bit (96-2)\deadco180619_17_Wharf_Rat.flac|Wharf Rat|>
[drive]:\Dead & Company\2018\2018-06-19 Darien Lake Amphitheater, Darien Center, NY SBD 24 Bit (96-2)\deadco180619_18_Casey_Jones.flac|Casey Jones|
[drive]:\Dead & Company\2018\2018-06-19 Darien Lake Amphitheater, Darien Center, NY SBD 24 Bit (96-2)\deadco180619_19_Werewolves_Of_London.flac|Werewolves Of London|
[drive]:\Dead & Company\2018\2018-06-20 Blossom Music Center, Cuyahoga Falls, OH SBD 24 Bit (96-2)\01 Feel Like A Stranger.flac|Feel Like A Stranger|
[drive]:\Dead & Company\2018\2018-06-20 Blossom Music Center, Cuyahoga Falls, OH SBD 24 Bit (96-2)\02 They Love Each Other.flac|They Love Each Other|
[drive]:\Dead & Company\2018\2018-06-20 Blossom Music Center, Cuyahoga Falls, OH SBD 24 Bit (96-2)\03 It&#039;s All Over Now.flac|It's All Over Now|
[drive]:\Dead & Company\2018\2018-06-20 Blossom Music Center, Cuyahoga Falls, OH SBD 24 Bit (96-2)\04 Row Jimmy.flac|Row Jimmy|
[drive]:\Dead & Company\2018\2018-06-20 Blossom Music Center, Cuyahoga Falls, OH SBD 24 Bit (96-2)\05 West L.A. Fadeaway.flac|West L.A. Fadeaway|
[drive]:\Dead & Company\2018\2018-06-20 Blossom Music Center, Cuyahoga Falls, OH SBD 24 Bit (96-2)\06 Loose Lucy.flac|Loose Lucy|
[drive]:\Dead & Company\2018\2018-06-20 Blossom Music Center, Cuyahoga Falls, OH SBD 24 Bit (96-2)\07 Ship of Fools.flac|Ship Of Fools|
[drive]:\Dead & Company\2018\2018-06-20 Blossom Music Center, Cuyahoga Falls, OH SBD 24 Bit (96-2)\08 Passenger.flac|Passenger|
[drive]:\Dead & Company\2018\2018-06-20 Blossom Music Center, Cuyahoga Falls, OH SBD 24 Bit (96-2)\09 Lost Sailor ».flac|Lost Sailor|>
[drive]:\Dead & Company\2018\2018-06-20 Blossom Music Center, Cuyahoga Falls, OH SBD 24 Bit (96-2)\10 Saint of Circumstance.flac|Saint Of Circumstance|
[drive]:\Dead & Company\2018\2018-06-20 Blossom Music Center, Cuyahoga Falls, OH SBD 24 Bit (96-2)\11 He&#039;s Gone.flac|He's Gone|
[drive]:\Dead & Company\2018\2018-06-20 Blossom Music Center, Cuyahoga Falls, OH SBD 24 Bit (96-2)\12 Scarlet Begonias ».flac|Scarlet Begonias|>
[drive]:\Dead & Company\2018\2018-06-20 Blossom Music Center, Cuyahoga Falls, OH SBD 24 Bit (96-2)\13 Fire on the Mountain.flac|Fire On The Mountain|
[drive]:\Dead & Company\2018\2018-06-20 Blossom Music Center, Cuyahoga Falls, OH SBD 24 Bit (96-2)\14 Drums ».flac|Drums|>
[drive]:\Dead & Company\2018\2018-06-20 Blossom Music Center, Cuyahoga Falls, OH SBD 24 Bit (96-2)\15 Space ».flac|Space|>
[drive]:\Dead & Company\2018\2018-06-20 Blossom Music Center, Cuyahoga Falls, OH SBD 24 Bit (96-2)\16 I Need A Miracle ».flac|I Need A Miracle|>
[drive]:\Dead & Company\2018\2018-06-20 Blossom Music Center, Cuyahoga Falls, OH SBD 24 Bit (96-2)\17 Dear Prudence.flac|Dear Prudence|
[drive]:\Dead & Company\2018\2018-06-20 Blossom Music Center, Cuyahoga Falls, OH SBD 24 Bit (96-2)\18 Throwing Stones.flac|Throwing Stones|
[drive]:\Dead & Company\2018\2018-06-22 Alpine Valley, East Troy, WI SBD 24 Bit (96-2)\deadco180622d1_01_Hell_In_A_Bucket.flac|Hell In A Bucket|
[drive]:\Dead & Company\2018\2018-06-22 Alpine Valley, East Troy, WI SBD 24 Bit (96-2)\deadco180622d1_02_BrownEyed_Women.flac|Brown Eyed Women|
[drive]:\Dead & Company\2018\2018-06-22 Alpine Valley, East Troy, WI SBD 24 Bit (96-2)\deadco180622d1_03_Greatest_Story_Ever_Told.flac|Greatest Story Ever Told|
[drive]:\Dead & Company\2018\2018-06-22 Alpine Valley, East Troy, WI SBD 24 Bit (96-2)\deadco180622d1_04_Deep_Elem_Blues.flac|Deep Elem Blues|
[drive]:\Dead & Company\2018\2018-06-22 Alpine Valley, East Troy, WI SBD 24 Bit (96-2)\deadco180622d1_05_Even_So.flac|Even So|
[drive]:\Dead & Company\2018\2018-06-22 Alpine Valley, East Troy, WI SBD 24 Bit (96-2)\deadco180622d1_06_Ramble_On_Rose.flac|Ramble On Rose|
[drive]:\Dead & Company\2018\2018-06-22 Alpine Valley, East Troy, WI SBD 24 Bit (96-2)\deadco180622d1_07_Cassidy.flac|Cassidy|
[drive]:\Dead & Company\2018\2018-06-22 Alpine Valley, East Troy, WI SBD 24 Bit (96-2)\deadco180622d1_08_Touch_of_Grey.flac|Touch Of Grey|
[drive]:\Dead & Company\2018\2018-06-22 Alpine Valley, East Troy, WI SBD 24 Bit (96-2)\deadco180622d2_01_Viola_Lee_Blues.flac|Viola Lee Blues|
[drive]:\Dead & Company\2018\2018-06-22 Alpine Valley, East Troy, WI SBD 24 Bit (96-2)\deadco180622d2_02_Estimated_Prophet.flac|Estimated Prophet|
[drive]:\Dead & Company\2018\2018-06-22 Alpine Valley, East Troy, WI SBD 24 Bit (96-2)\deadco180622d2_03_Uncle_Johns_Band.flac|Uncle John's Band|
[drive]:\Dead & Company\2018\2018-06-22 Alpine Valley, East Troy, WI SBD 24 Bit (96-2)\deadco180622d2_04_China_Doll.flac|China Doll|
[drive]:\Dead & Company\2018\2018-06-22 Alpine Valley, East Troy, WI SBD 24 Bit (96-2)\deadco180622d2_05_Viola_Lee_Blues.flac|Viola Lee Blues|
[drive]:\Dead & Company\2018\2018-06-22 Alpine Valley, East Troy, WI SBD 24 Bit (96-2)\deadco180622d2_06_Drums.flac|Drums|
[drive]:\Dead & Company\2018\2018-06-22 Alpine Valley, East Troy, WI SBD 24 Bit (96-2)\deadco180622d3_01_Space.flac|Space|
[drive]:\Dead & Company\2018\2018-06-22 Alpine Valley, East Troy, WI SBD 24 Bit (96-2)\deadco180622d3_02_The Wheel.flac|The Wheel|>
[drive]:\Dead & Company\2018\2018-06-22 Alpine Valley, East Troy, WI SBD 24 Bit (96-2)\deadco180622d3_03_A_Hard_Rains_AGonna_Fall.flac|A Hard Rain's A-Gonna Fall|
[drive]:\Dead & Company\2018\2018-06-22 Alpine Valley, East Troy, WI SBD 24 Bit (96-2)\deadco180622d3_04_Viola_Lee_Blues.flac|Viola Lee Blues|
[drive]:\Dead & Company\2018\2018-06-22 Alpine Valley, East Troy, WI SBD 24 Bit (96-2)\deadco180622d3_05_Goin_Down_The_Road_Feelin_Bad.flac|Goin' Down The Road Feelin' Bad|
[drive]:\Dead & Company\2018\2018-06-22 Alpine Valley, East Troy, WI SBD 24 Bit (96-2)\deadco180622d3_06_Ripple.flac|Ripple|
[drive]:\Dead & Company\2018\2018-06-23 Alpine Valley, East Troy, WI SBD 24 Bit (96-2)\deadco180623_01_The_Music_Never_Stopped.flac|The Music Never Stopped|>
[drive]:\Dead & Company\2018\2018-06-23 Alpine Valley, East Troy, WI SBD 24 Bit (96-2)\deadco180623_02_Easy_Answers.flac|Easy Answers|
[drive]:\Dead & Company\2018\2018-06-23 Alpine Valley, East Troy, WI SBD 24 Bit (96-2)\deadco180623_03_Alabama_Getaway.flac|Alabama Getaway|
[drive]:\Dead & Company\2018\2018-06-23 Alpine Valley, East Troy, WI SBD 24 Bit (96-2)\deadco180623_04_Big_River.flac|Big River|
[drive]:\Dead & Company\2018\2018-06-23 Alpine Valley, East Troy, WI SBD 24 Bit (96-2)\deadco180623_05_Jack_Straw.flac|Jack Straw|
[drive]:\Dead & Company\2018\2018-06-23 Alpine Valley, East Troy, WI SBD 24 Bit (96-2)\deadco180623_06_Black_Muddy_River.flac|Black Muddy River|
[drive]:\Dead & Company\2018\2018-06-23 Alpine Valley, East Troy, WI SBD 24 Bit (96-2)\deadco180623_07_Friend_Of_The_Devil.flac|Friend Of The Devil|
[drive]:\Dead & Company\2018\2018-06-23 Alpine Valley, East Troy, WI SBD 24 Bit (96-2)\deadco180623_08_Bird_Song.flac|Bird Song|
[drive]:\Dead & Company\2018\2018-06-23 Alpine Valley, East Troy, WI SBD 24 Bit (96-2)\deadco180623_09_The_Weight.flac|The Weight|
[drive]:\Dead & Company\2018\2018-06-23 Alpine Valley, East Troy, WI SBD 24 Bit (96-2)\deadco180623_10_Shakedown_Street.flac|Shakedown Street|>
[drive]:\Dead & Company\2018\2018-06-23 Alpine Valley, East Troy, WI SBD 24 Bit (96-2)\deadco180623_11_Althea.flac|Althea|
[drive]:\Dead & Company\2018\2018-06-23 Alpine Valley, East Troy, WI SBD 24 Bit (96-2)\deadco180623_12_China_Cat_Sunflower.flac|China Cat Sunflower|>
[drive]:\Dead & Company\2018\2018-06-23 Alpine Valley, East Troy, WI SBD 24 Bit (96-2)\deadco180623_13_I_Know_You_Rider.flac|I Know You Rider|>
[drive]:\Dead & Company\2018\2018-06-23 Alpine Valley, East Troy, WI SBD 24 Bit (96-2)\deadco180623_14_Drums.flac|Drums|>
[drive]:\Dead & Company\2018\2018-06-23 Alpine Valley, East Troy, WI SBD 24 Bit (96-2)\deadco180623_15_Space.flac|Space|>
[drive]:\Dead & Company\2018\2018-06-23 Alpine Valley, East Troy, WI SBD 24 Bit (96-2)\deadco180623_16_All_Along_The_Watchtower.flac|All Along The Watchtower|>
[drive]:\Dead & Company\2018\2018-06-23 Alpine Valley, East Troy, WI SBD 24 Bit (96-2)\deadco180623_17_Standing_On_The_Moon.flac|Standing On The Moon|>
[drive]:\Dead & Company\2018\2018-06-23 Alpine Valley, East Troy, WI SBD 24 Bit (96-2)\deadco180623_18_Sugar_Magnolia.flac|Sugar Magnolia|
